"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","modo","gostou","maxdb","id_cliente"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,127.546470407272,-10.6604611278157,48.6554252020563,0,410514,1977,"f",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,112.781339525052,-6.2403338466563,77.5952635770732,0,316136,2011,"e",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,126.275083935525,-13.3709317483053,71.7377705800283,0,209229,2001,"f",TRUE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,129.681446315819,-7.35694530192555,73.5866296438813,0,257610,2002,"e",FALSE,0,"#ID2828"
"Nenhuma",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,103.583216608506,-17.7079732175168,0,0,357045,2017,"N/A",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,82.3450031454733,-7.23071768198107,76.8763296043784,0,218843,2020,"g",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,96.7445217335699,-6.66265831458761,78.5873091572519,0,215798,2008,"D#",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,122.119928877515,-6.61530875453297,84.666452710502,23.8182336350993,156962,2009,"d",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,125.267895605126,-6.20454050769585,77.4613142137704,0,171535,2014,"A#",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,112.604659444485,-6.25135402308676,69.2105388924998,14.1454513905161,214131,2007,"E",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,115.601319296755,-8.73661625875963,42.0934968677164,0,-450,1981,"C",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.9759410554989,-5.9773866275992,76.7569842775662,0,211050,2017,"F",FALSE,0,"#ID2828"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,87.882448523485,-6.69034221756809,67.7072412071816,0,266799,2009,"e",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,99.8171738003055,-6.66575822472714,80.5392385212786,16.370634195433,231051,2000,"N/A",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,105.671763907073,-4.17159122355849,77.1851372981069,0,325730,2018,"C",TRUE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,113.676473997164,-6.17667841152293,14.8399190264878,80.2745509566038,261234,2003,"E",TRUE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,97.2818480155661,-6.1162586760984,25.7918205714163,69.5625708433922,173834,2003,"g",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,123.581039019481,-6.0326108988302,70.405650334575,0,326235,1992,"B",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,71.77404278042,-12.2678784896734,72.6471250824513,0,158692,2019,"A#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,180.601746829826,-6.77565549830474,59.6798806766449,0,146743,2016,"e",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,94.7907061484027,-11.4275896140091,76.7818546065023,0,202819,2020,"A#",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,86.0177557512746,-16.8587602910309,0,0,289435,2019,"N/A",FALSE,0,"#ID2828"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,115.242215984096,-5.38841973226638,74.0564954124336,0,137077,2007,"d#",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,97.8110486355694,-8.82105381260492,69.2916707072668,0,160985,2016,"E",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,95.5514558857767,-8.20239246263708,86.4234266842239,0,182278,2014,"C#",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,114.210466408125,-13.4364543303928,37.5585228288662,0,261381,2013,"G#",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,104.026852386071,-7.86204641284614,20.8892959813923,81.7656620897121,239684,2003,"d#",TRUE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,88.0092135712451,-8.1703120984642,58.937583502882,0,275729,2008,"c",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,119.228442137918,-10.1055399756424,81.043784001973,0,209525,1999,"a#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,148.719248198496,-6.25584366996265,52.5643958387167,12.8439587457687,193672,2017,"A#",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,77.4862189151258,-10.6765712155158,71.4898489037037,0,189314,2012,"C#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,109.611889598083,-7.56951085970742,80.2590516829433,0,205306,2001,"F",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,82.7099952258088,-5.89406809856017,75.4957123112483,0,201627,2020,"C",TRUE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,121.482640330922,-10.1357405262272,24.8842259814399,0,514787,1920,"N/A",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,82.8413497560454,-6.78893415463157,19.2780574405773,52.5378504525694,251850,2008,"N/A",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110.018032544179,-10.5938210354077,76.9501912154161,0,210735,2014,"D",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,94.1384961931154,-6.10310614924752,30.1962155451822,72.0428499740977,203216,1999,"N/A",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,101.911332240257,-7.74221800796754,69.8353487895139,0,165627,2014,"G",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,99.793437897513,-7.82482925587304,21.4740472504949,79.2335637464036,249385,1999,"E",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91.5599201205847,-7.80816032963004,76.2074647878872,0,215736,2013,"A",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,144.432995589583,-7.24608248449115,57.5732110313098,21.8814774330564,191239,2020,"e",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111.068799299708,-7.79916043317019,85.3750146918933,0,183648,2013,"d#",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93.6576193345088,-9.70857304372136,73.6011033535678,0,196637,2014,"B",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,120.455281026422,-4.92167821200301,37.4631264821021,0,560069,1977,"F",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,102.413503223479,-6.25509516670731,24.5902636798825,65.128302769995,259244,2001,"N/A",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,131.117145969141,-5.87148725154365,68.7391447724759,0,144807,2018,"c",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,116.633678000814,-6.65506107922955,24.2489506805254,67.7409319543251,244704,2001,"e",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,154.619707259597,-9.45623558458477,75.53852206533,0,245063,1988,"D",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,162.94893389414,-6.76647622337126,52.8501937276432,0,142996,2021,"a",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,107.003356075639,-6.3831680533199,20.1604928205268,70.3253897687753,189558,2003,"b",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,111.635774693086,-13.5224687005538,73.4024053720344,0,236062,2011,"d",FALSE,0,"#ID2828"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,134.942247398516,-4.4922368142737,77.072128925868,18.0835463490942,225768,2021,"b",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,140.616676939242,-6.25516514052581,56.6881790039788,0,136864,2018,"N/A",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,131.013565050444,-4.72494151038636,59.8205014523702,0,227060,2019,"c#",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,97.5224738566998,-5.35704997573529,71.4316863088903,0,270400,2008,"g",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,108.950752001251,-6.95882754370444,10.9967719871888,68.0788164460845,256714,1995,"f#",FALSE,0,"#ID2828"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,120.231145385231,-5.56466726194716,61.0350036806402,0,115322,2018,"A",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,113.568057658756,-8.10684220061292,21.3963602425614,82.6510682775478,194104,2004,"b",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,78.8868572750283,-6.34211625494047,75.7929517505069,0,202522,1996,"C",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90.3451054090084,-14.0504328329422,70.3772765208441,0,191560,2019,"C",TRUE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,108.10979064351,-7.9702932120666,24.1025396504236,70.7599056320632,312480,2000,"c#",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,119.910758893574,-8.84059268113403,77.4752119076365,0,201625,1999,"d#",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80.9274620437173,-9.46711584001087,81.1428871927709,0,175095,2021,"g",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,121.082653052305,-12.9114640898862,37.2815765731171,0,242411,1939,"c",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,111.560231323969,-6.76485627524394,19.6870699149737,66.0207971389576,277977,2009,"a",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,141.648869913934,-8.32372303443235,66.8815768413308,0,283344,1984,"f",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,147.227706362607,-7.13928399705036,54.1232122057848,0,202327,2020,"G",TRUE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,100.916718430268,-8.61587730632748,25.3646930296344,85.5313718950789,163356,1996,"E",TRUE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,114.479545548265,-6.47544709706881,77.5438747077132,0,186080,2017,"A",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,141.483057211305,-5.80445648773544,73.9065070213056,0,258386,1983,"G#",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,111.649106300006,-8.97190665497457,23.5545392171954,61.7914573490833,225261,2001,"b",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,128.281009033442,-6.57176891620944,69.8874725453329,0,172124,2015,"B",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,102.875527263554,-6.87309509946638,27.7468649997929,75.840395918035,204384,2007,"C",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,114.951854378712,-7.28509915326157,51.5763138514297,20.40351775404,167100,2021,"g",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,81.2285320707888,-11.2706050448452,73.9548867335328,0,202714,2021,"N/A",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,143.163868008089,-6.09717580829947,45.8960713362209,20.7863426182256,171155,2020,"F",TRUE,0,"#ID2828"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,132.411600265483,-6.53300623851419,68.1219008580823,25.5431983236502,260155,2010,"b",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,117.79953780382,-9.13679654564808,29.1923080602813,0,589036,1972,"D#",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,83.7693817474975,-6.01827452682051,76.4752475105651,0,236593,2008,"d",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,88.2149132862279,-6.39507247081782,21.8674987299147,70.7563870624101,281224,2005,"g",FALSE,0,"#ID2828"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,158.904009954736,-6.74051840547206,54.3799608870341,0,221072,2020,"C#",FALSE,0,"#ID2828"
"Nenhuma",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,67.3958823150278,-25.6430625484747,0,0,463269,1995,"N/A",TRUE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,142.534955646297,-8.69608785664074,73.4739660952551,0,253439,2014,"a",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,104.674050693998,-6.1520106876278,22.2998234116038,76.2170159716839,195996,2015,"N/A",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71.0541949413692,-9.50106504877983,69.0033186399158,0,173874,2017,"A",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,108.09625450957,-8.2048831523883,68.8272905930927,0,153530,2013,"C",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,106.513967791652,-6.27061238476418,66.7055545687335,0,217474,2011,"E",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,72.409746633822,-6.76259909208802,75.6172865081287,0,161105,2020,"a#",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,105.318664650469,-7.4491253116264,29.0279535329649,60.2541548417189,191985,1997,"b",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,129.136622897444,-7.33320053075496,75.5413412733181,0,270416,2006,"g#",FALSE,0,"#ID2828"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,106.897845647963,-5.61386296232695,76.5253994061908,18.8953317642078,301011,2004,"f#",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86.2955748031067,-8.73451930587506,75.9361068829656,0,222132,2017,"A",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,136.015931580663,-5.79980576144874,73.9097745026619,0,177328,2021,"C",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,128.227232677504,-7.84839014136778,79.3989053642985,19.9804587983686,285340,2009,"d#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,159.381723054456,-7.38146349784909,54.5698416156458,0,211732,2020,"g",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91.110785299368,-7.39672371609886,69.3132043724636,0,165213,2014,"A",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,144.967651362894,-10.0534269294634,68.256489129319,0,252925,1996,"F",TRUE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,149.698978730733,-9.27600826185393,71.7237629116677,0,383636,1990,"A#",TRUE,0,"#ID2828"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,115.230682993932,-8.54999303589215,74.7313463063444,15.9729114694835,201020,2005,"g",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,102.376554100812,-9.04490883128228,72.4604542034662,0,188809,2013,"G",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,102.240705672943,-7.58959043475325,16.6239955843838,76.4139315220684,198430,2002,"d",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,104.851466031479,-9.78756746868572,68.5154097458861,0,259160,1998,"A",TRUE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,122.450499185219,-13.9528485683818,45.0168735634532,0,194834,1984,"g",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,96.0943890797833,-6.19068556019307,69.5270395708997,15.7080346640156,235285,2011,"g",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,109.034786862435,-8.02279030039318,27.2592087093948,62.0970607960552,253415,2006,"c",FALSE,0,"#ID2828"
"Nenhuma",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,116.534886855177,-15.1468906855873,0,0,280942,1986,"g#",TRUE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,139.317441357759,-7.06976281090756,62.0447342066484,0,187039,2021,"a",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,108.098633117128,-11.7568143605316,81.1433789588776,0,258287,2012,"D#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,81.2136272182764,-5.7313410862534,63.7217354357412,20.1186678378891,217634,2019,"c",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,78.1030254271245,-10.5775110647417,66.9655290021463,0,203701,2021,"F",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,80.7620619265953,-7.89326382151118,20.5381961001655,59.420450421715,187856,2001,"a",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,77.3466823404709,-9.73817953882011,78.7579880507753,0,188696,2020,"A#",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,129.934558903255,-5.07555919728434,76.1134386397653,0,242223,1969,"N/A",FALSE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,127.046600253916,-10.122284028042,49.1292434470074,0,290068,2012,"F",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,118.63892030318,-10.8847635270065,63.2423596375314,0,180333,2008,"e",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86.1463869775531,-6.45697179741457,65.4078080731927,0,168958,2021,"b",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,138.572565377315,-7.18700170616658,74.6063358384002,17.2200408054441,248014,2000,"A#",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,83.0347571236925,-6.21546954501146,6.57165156348259,69.4745608502479,286683,2002,"N/A",TRUE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85.0551536101186,-7.70282029467695,71.1056075916488,0,164622,2017,"A",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,117.847572012134,-15.3909523255728,37.3964028282432,0,180931,1944,"N/A",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,109.84360084621,-7.74209015775086,69.0917712268154,0,236079,2019,"C",FALSE,0,"#ID2828"
"Nenhuma",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,88.8485564289539,-17.5093507717672,0,0,136707,2005,"N/A",TRUE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,109.140685982121,-6.18064216262841,75.3800449255732,0,183221,2000,"d#",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,97.7750533134141,-8.33899030158806,81.4184735350069,0,201657,2021,"a",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,111.801503453113,-5.77782832214142,73.4351741001013,0,199415,2012,"a",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89.0367863695881,-4.83170631018964,68.6811703725177,36.7475925783899,185946,1995,"E",TRUE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,124.728600866024,-7.9625497476105,20.4807261046504,0,775037,1985,"N/A",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,125.635603983361,-9.37388648008536,33.6528955639525,0,300055,1972,"N/A",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,106.299273451139,-8.13933290443298,74.2109629026259,0,246903,2005,"a#",FALSE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,113.319264891582,-15.1205098007897,61.4685391228252,0,414563,1990,"N/A",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,108.88900384133,-7.24342558934882,35.0680692428685,67.9451489311672,216748,2016,"b",TRUE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,120.802492814978,-6.4570553121086,86.2299352094892,24.477021493623,242309,2002,"B",FALSE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,103.675873622458,-6.88507330477483,79.2284184418863,0,184947,1999,"b",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,108.578527562608,-8.67344592484773,72.4073665081265,0,165004,2012,"C",FALSE,0,"#ID2828"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,112.676115223213,-5.94255176360747,61.1937259297473,15.643999371368,209354,2011,"E",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,89.5355368096082,-6.2214890302864,75.4205723947429,0,170206,2019,"d",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,105.027842420706,-7.93524951027328,28.1320644357159,73.0582902598549,307815,1999,"g",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,115.969000101742,-4.97999551245851,27.0743437711367,0,444418,1971,"c",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,113.439547631898,-10.6113272735295,74.3332324638666,0,263819,2010,"a",FALSE,0,"#ID2828"
